numero_ed;libelle_ed;sigle_ed;discipline_principale;etablissement_support;etablissements_coaccredites;etablissements_associes;disciplines_secondaires;annee_de_creation;annee_d_accreditation;duree_d_accreditation;academie;region;departement;commune;nom_laboratoires;telephone;site_web;adresse_postale;email;coordonnees_geographiques;toutes_disciplines;tous_etablissements;code_etablissement_support;code_commune;code_unite_urbaine;code_departement;code_academie;code_region;code_etablissements_associes;prenom_responsable_ed;nom_responsable_ed;code_etablissements_coaccredites;civilite;unite_urbaine_ou_commune_rurale;code_toutes_disc;code_disc_pr;code_disc_sec;id_tous_etablissements;code_tous_etablissements;id_etablissement_support;id_etablissements_coaccredites;id_etablissements_associes;identifiant_laboratoires;id_ed;;coordonnees_geographiques;;;latitude;long;;coordonnees_geographiques;
222;êcole doctorale Sciences chimiques;EDSC;Chimie;UniversitÇ de Strasbourg;UniversitÇ de Haute-Alsace;;;1995;2018;5;Strasbourg;Grand Est;Bas-Rhin;Strasbourg;"ISIS Institut de Science et d'IngÇnierie SupramolÇculaires -UMR 7006;LBP Laboratoire bioimagerie et pathologies -UMR 7021;LIMA Laboratoire d'Innovation MolÇculaire et Applications -UMR 7042;CMC Chimie de la Matiäre Complexe -UMR 7140;IC Institut de Chimie de Strasbourg -UMR 7177;IPHC Institut Pluridisciplinaire Hubert Curien -UMR 7178;CAMB Laboratoire de Conception et Application de molÇcules Bioactives -UMR 7199;LIT Laboratoire d'Innovation ThÇrapeutique -UMR 7200;BSC Biotechnologie et signalisation cellulaire -UMR 7242;ICPEES Institut de Chimie et ProcÇdÇs pour l'Energie, l'Environnement et la SantÇ -UMR 7515;I.C.S Institut Charles Sadron -UPR 22;I2CT Immunopathologie et Chimie ThÇrapeutique -UPR 3572;LGRE Laboratoire de gestion des risques et environnement -UR 2334;LPIM Laboratoire de photochimie et d'ingÇnierie macromolÇculaires -UR 4567;LVBE Laboratoire vigne biotechnologie et environnement -UR 3991";;http://ed.chimie.unistra.fr/;UniversitÇ de Strasbourg   Colläge doctoral europÇen, 46, Boulevard de la Victoire, 67000 STRASBOURG;dir-ed222-secretariat@unistra.fr;48.579, 7.7663;Physique;"UniversitÇ de Strasbourg;UniversitÇ de Haute-Alsace";0673021V;67482;UU67701;D067;A15;R44;;Petra;Hellwig;0681166Y;Madame;Strasbourg;4;4;;"4k25D;OJZ4a";"0673021V;0681166Y";4k25D;OJZ4a;;"200112415V;201822682F;201822682F;200312525F;200512556F;200612557C;200918483F;200918467N;201119723V;199712580S;199217356E;199317359D;199713885K;201119493V;200515247F";AdU8Q;;48.579, 7.7663;;;;;;48.579; 7.7663
231;êcole doctorale êconomie et gestion;EDEG;Sciences de la sociÇtÇ;UniversitÇ de Montpellier;"UniversitÇ Paul-ValÇry - Montpellier 3;Institut national d'Çtudes supÇrieures agronomiques de Montpellier";MBS;;1995;2015;6;Montpellier;Occitanie;HÇrault;Montpellier;"Gestion de l'eau, acteurs et usages;Acteurs, ressources et territoires dans le developpement;Montpellier Recherche en Management;Centre d'Economie de l'Environnement;Montpellier Recherche en Economie";;http://www.edeg.univ-montp1.fr;EDEG - UFR Economie  Espace Richter, av Raymond Dugrand, CS 79706-F, 34960 MONTPELLIER CEDEX 2;edeg@umontpellier.fr;43.59848, 3.896874;Sciences de la sociÇtÇ;"UniversitÇ de Montpellier;UniversitÇ Paul-ValÇry - Montpellier 3;Institut national d'Çtudes supÇrieures agronomiques de Montpellier;MBS";0342321N;34172;UU34701;D034;A11;R76;0340137P;Patrick;Sentis;"0341089Z;0342222F";Monsieur;Montpellier;7;7;;"7yd5d;1I7hJ;MihlE;5HerM";"0342321N;0341089Z;0342222F;0340137P";7yd5d;"1I7hJ;MihlE";5HerM;"200718237X;201119396P;201119405Z;201822742W;201822748C";KT720;;43.59848, 3.896874;;;;;;43.59848; 3.896874
245;êcole doctorale Sciences Çconomiques, juridiques, politiques et de gestion;;Sciences de la sociÇtÇ;UniversitÇ Clermont Auvergne;;"êcole supÇrieure de commerce de Clermont (ESC Clermont-Ferrand);êcole nationale d'ingÇnieurs des travaux agricoles de Clermont-Ferrand;Institut national des sciences et industries du vivant et de l'environnement";;1996;2017;4;Clermont-Ferrand;Auvergne-Rhìne-Alpes;Puy-de-Dìme;Clermont-Ferrand;"Centre d'Etudes et de Recherches sur le Developpement International;Clermont Recherche Management (EA 3849);CENTRE MICHEL DE L'HOSPITAL;TERRITOIRES";;http://sejpg.ed.uca.fr/;Maison des Sciences de l'Homme, 4 rue Ledru, 70402, 63001 CLERMONT-FERRAND CEDEX 1;edsejpg.drv@uca.fr;45.770548, 3.087722;Sciences de la sociÇtÇ;"UniversitÇ Clermont Auvergne;êcole supÇrieure de commerce de Clermont (ESC Clermont-Ferrand);êcole nationale d'ingÇnieurs des travaux agricoles de Clermont-Ferrand;Institut national des sciences et industries du vivant et de l'environnement";0632035V;63113;UU63701;D063;A06;R84;"0630109B;0631786Z;0753465J";Cyrille;Dounot;;Monsieur;Clermont-Ferrand;7;7;;"K4lR3;epj87;5cuYU;SsSFH";"0632035V;0630109B;0631786Z;0753465J";K4lR3;;"epj87;5cuYU;SsSFH";"199612364L;200415109K;200815469J;201722465Z";ShLUg;;45.770548, 3.087722;;;;;;45.770548; 3.087722
250;êcole doctorale Sciences chimiques;;Chimie;Aix-Marseille UniversitÇ;Centrale Marseille;;;1996;2018;5;Aix-Marseille;Provence-Alpes-Cìte d'Azur;Bouches-du-Rhìne;Marseille 13e;"LABORATOIRE MATERIAUX POLYMERES INTERFACES - ENVIRONNEMENT MARIN;Bioenergetique et ingenierie des proteines;Laboratoire d'enzymologie interfaciale et de physiologie de la lipolyse;Physique des interactions ioniques et moleculaires;Laboratoire des Sciences de l'Information et des Systemes;Laboratoire de Mecanique, Modelisation et Procedes Propres;Institut des Sciences Moleculaires de Marseille;Institut Fresnel Marseille;Institut des Materiaux, de Microelectronique et des Nanosciences de Provence;Centre Interdisciplinaire de Nanoscience de Marseille;LABORATOIRE D'INSTRUMENTATION ET SCIENCES ANALYTIQUES;Institut de Chimie Radicalaire";04 13 94 51 49;http://ecole-doctorale-250.univ-amu.fr/fr;Aix-Marseille universitÇ  Campus scientifique de St JÇrìme   BÉt BJ4, Avenue Escadrille   Normandie-Niemen, 13397 MARSEILLE CEDEX 20;;43.2936, 5.35871;Chimie;"Aix-Marseille UniversitÇ;Centrale Marseille";0134009M;13213;UU00759;D013;A02;R93;;Thierry;Constantieux;0133774G;Monsieur;Marseille-Aix-en-Provence;4;4;;"xJdyB;1tI7C";"0134009M;0133774G";xJdyB;1tI7C;;"200815553A;201220269J;201220270K;201220272M;201220329Z;201220330A;201220334E;201220335F;201220336G;201220341M;201220351Y;201220354B";O0Fav;;43.2936, 5.35871;;;;;;43.2936; 5.35871
262;êcole doctorale Sciences juridiques, politiques, Çconomiques et de gestion;DEG;Sciences de la sociÇtÇ;UniversitÇ de Paris;;;;1996;2019;5;Versailles;◊le-de-France;Hauts-de-Seine;Malakoff;"CENTRE MAURICE HAURIOU POUR LA RECHERCHE EN DROIT PUBLIC;CENTRE DE DROIT DES AFFAIRES ET DE GESTION;INSTITUT D'HISTOIRE DU DROIT;LABORATOIRE INTERDISCIPLINAIRE DE RECHERCHE APPLIQUEE EN ECONOMIE DE LA SANTE;LABORATOIRE ETHIQUE POLITIQUE ET SANTE";;http://ecolesdoctorales.parisdescartes.fr/ed262/;10 avenue Pierre Larousse, 92245 MALAKOFF;ecoledoctorale@droit.parisdescartes.fr;48.82441, 2.30212;Sciences de la sociÇtÇ;UniversitÇ de Paris;0755976N;92046;UU00851;D092;A25;R11;;David;Noguero;;Monsieur;Paris;7;7;;5cZyU;0755976N;5cZyU;;;"199213485X;199213486Y;199814044D;201019127B;201119495X";H7GyL;;48.82441, 2.30212;;;;;;48.82441; 2.30212
266;êcole doctorale Biologie, santÇ, environnement;BIOSE;Biologie, mÇdecine et santÇ;UniversitÇ de Lorraine;;;;1997;2018;5;Nancy-Metz;Grand Est;Meurthe-et-Moselle;Vand?uvre-läs-Nancy;"Laboratoire d'energetique et de mecanique theorique et appliquee;Laboratoire de Chimie Physique et Microbiologie pour l'Environnement;Structure et Reactivite des Systemes Moleculaires Complexes;Cristallographie, resonance magnetique et modelisations;Centre de recherche en automatique de Nancy (CRAN);DEVELOPPEMENT, ADAPTATION ET HANDICAP. REGULATIONS CARDIO-RESPIRATOIRES ET DE LA MOTRICITE;CIBLES THERAPEUTIQUES, FORMULATION ET EXPERTISE PRE-CLINIQUE DU MEDICAMENT;Institut Pluridisciplinaire Hubert Curien - IPHC (UMR 7178);MALADIES CHRONIQUES, SANTE PERCUE ET PROCESSUS D'ADAPTATION. APPROCHES EPIDEMIOLOGIQUES ET PSYCHOLOGIQUES.;Ingenierie Moleculaire et Physiopathologie Articulaire;STRESS IMMUNITE PATHOGENES";;http://biose.univ-lorraine.fr/;Fac des Sciences et Technologies  galerie de l'Atrium, Boulevard des Aiguillettes, BP70239, 54506 VANDOEUVRE-LES-NANCY CEDEX;;48.6962, 6.17634;Biologie, mÇdecine et santÇ;UniversitÇ de Lorraine;0542493S;54547;UU54701;D054;A12;R44;;Sophie;Rahuel-Clermont;;Madame;Nancy;5;5;;t6Cq5;0542493S;t6Cq5;;;"197612609P;199412610M;199712611A;200112437U;200112440X;200114726G;200114728J;200612557C;200918432A;201320578R;201320858V";386V9;;48.6962, 6.17634;;;;;;48.6962; 6.17634
309;êcole doctorale Systämes;EDSYS;Sciences et technologies de l'information et de la communication;Institut national des sciences appliquÇes de Toulouse;"êcole nationale de l'aviation civile;Toulouse INP;UniversitÇ Toulouse - Jean Jauräs;UniversitÇ Toulouse III - Paul Sabatier;UniversitÇ fÇdÇrale de Toulouse Midi-PyrÇnÇes;Institut supÇrieur de l'aÇronautique et de l'espace;IMT Mines Albi";êcole nationale d'ingÇnieurs de Tarbes;;1999;2016;5;Toulouse;Occitanie;Haute-Garonne;Toulouse;"LABORATOIRE DE GENIE CHIMIQUE;LABORATOIRE GENIE DE PRODUCTION;Laboratoire d'analyse et d'architecture des systemes du CNRS";;http://www.laas.fr/EDSYS;Maison de la Recherche  et de la Valorisation (MRV), 118 route de Narbonne, 31062 TOULOUSE CEDEX 9;edsys@laas.fr;43.5704, 1.46794;Sciences et technologies de l'information et de la communication;"Institut national des sciences appliquÇes de Toulouse;êcole nationale de l'aviation civile;Toulouse INP;UniversitÇ Toulouse - Jean Jauräs;UniversitÇ Toulouse III - Paul Sabatier;UniversitÇ fÇdÇrale de Toulouse Midi-PyrÇnÇes;Institut supÇrieur de l'aÇronautique et de l'espace;IMT Mines Albi;êcole nationale d'ingÇnieurs de Tarbes";0310152X;31555;UU00758;D031;A16;R76;0650048Z;Alexandre;Seuret;"0311256X;0311381H;0311383K;0311384L;0312758E;0312760G;0811200P";Monsieur;Toulouse;9;9;;"dj88d;JQKHK;mMex4;HqAYu;m7K6T;4a8B2;2Nnrv;6Th4v;MHneW";"0310152X;0311256X;0311381H;0311383K;0311384L;0312758E;0312760G;0811200P;0650048Z";dj88d;"JQKHK;mMex4;HqAYu;m7K6T;4a8B2;2Nnrv;6Th4v";MHneW;"199511947M;199513626M;199517454Y";8TT4b;;43.5704, 1.46794;;;;;;43.5704; 1.46794
356;êcole doctorale Cognition, langage, Çducation;;Sciences humaines et humanitÇs;Aix-Marseille UniversitÇ;;Sciences Po Aix;;2000;2018;5;Aix-Marseille;Provence-Alpes-Cìte d'Azur;Bouches-du-Rhìne;Aix-en-Provence;"LABORATOIRE DE PSYCHOLOGIE SOCIALE;CENTRE DE RECHERCHE EN PSYCHOLOGIE DE LA CONNAISSANCE, DU LANGAGE ET DE L'EMOTION;INSTITUT D'HISTOIRE DE LA PHILOSOPHIE;Laboratoire de Psychologie Clinique, de Psychopathologie et de Psychanalyse;CROYANCES, HISTOIRE, ESPACES, REGULATION POLITIQUE ET ADMINISTRATIVE;Laboratoire d'informatique Fondamentale de Marseille;Laboratoire Parole et Langage;Centre Gilles-Gaston GRANGER;APPRENTISSAGES, DIDACTIQUES, EVALUATION, FORMATION;Laboratoire de psychologie cognitive;Laboratoire des Sciences de l'Information et des Systemes;Centre de Recherche de l'Ecole de l'Air";;http://www.up.univ-mrs.fr/doccle;Aix-Marseille universitÇ, 29, Avenue R. Schuman, 13621 AIX EN PROVENCE CEDEX 2;ed356@univ-amu.fr;43.2936, 5.35871;Sciences humaines et humanitÇs;"Aix-Marseille UniversitÇ;Sciences Po Aix";0134009M;13001;UU00759;D013;A02;R93;0130221V;Cheryl;Frenck-Mestre;;Madame;Marseille-Aix-en-Provence;6;6;;"xJdyB;G8QBG";"0134009M;0130221V";xJdyB;;G8QBG;"199213249R;200014571T;200014574W;200014576Y;200815498R;201220259Y;201220301U;201220302V;201220327X;201220328Y;201220329Z;202023570M";55Cpz;;43.2936, 5.35871;;;;;;43.2936; 5.35871
372;êcole doctorale Sciences Çconomiques et de gestion;;Sciences de la sociÇtÇ;Aix-Marseille UniversitÇ;;"Centrale Marseille;êcole des hautes Çtudes en sciences sociales";;2000;2018;5;Aix-Marseille;Provence-Alpes-Cìte d'Azur;Bouches-du-Rhìne;Aix-en-Provence;"CENTRE DE RECHERCHE SUR LE TRANSPORT ET LA LOGISTIQUE;DEVELOPPEMENT ECONOMIQUE ET FINANCE INTERNATIONALE;Centre d'Etudes et de Recherche en Gestion d'Aix-Marseille;Laboratoire d'economie et de sociologie du travail;Aix Marseille School of economics;Centre de Recherche de l'Ecole de l'Air";04.13.94.26.98;https://ecole-doctorale-372.univ-amu.fr/;Chemin de la Quille  Puyricard, CS 30063, 13089 AIX EN PROVENCE CEDEX 1;;43.2936, 5.35871;Sciences de la sociÇtÇ;"Aix-Marseille UniversitÇ;Centrale Marseille;êcole des hautes Çtudes en sciences sociales";0134009M;13001;UU00759;D013;A02;R93;"0133774G;0753742K";Pierre-Xavier;Meschi;;Monsieur;Marseille-Aix-en-Provence;7;7;;"xJdyB;1tI7C;y52D7";"0134009M;0133774G;0753742K";xJdyB;;"1tI7C;y52D7";"199213256Y;200815502V;200818985F;201220323T;201220324U;202023570M";JK63A;;43.2936, 5.35871;;;;;;43.2936; 5.35871
377;êcole doctorale Environnement et sociÇtÇ;;Sciences pour l'ingÇnieur;UniversitÇ de Corse Pasquale Paoli;;;;2000;2018;5;Corse;Corse;Haute-Corse;Corte;"UMR SCIENCES POUR L'ENVIRONNEMENT;UMR LIEUX, IDENTITES, ESPACES, ACTIVITES;BIOSCOPE CORSE MEDITERRANEE DYNAMIQUE DES INFECTIONS EN MILIEU INSULAIRE;EQUIPE MEDITERRANENNE DE RECHERCHE JURIDIQUE EMRJ";;;UniversitÇ de Corse, RN 200, 20250 CORTE;ecole.doctorale@universita.corsica;42.3065, 9.15214;Sciences pour l'ingÇnieur;UniversitÇ de Corse Pasquale Paoli;7200664J;2B096;UU2B202;D02B;A27;R94;;Alain;Muselli;;Monsieur;Corte;8;8;;NLCOF;7200664J;NLCOF;;;"200012203U;200812281U;201320595J;201320597L";ZMG5u;;42.3065, 9.15214;;;;;;42.3065; 9.15214
394;êcole doctorale Physiologie et physiopathologie;p2t;Biologie, mÇdecine et santÇ;Sorbonne UniversitÇ;;"Institut Curie;Colläge de France";;2000;2019;5;Paris;◊le-de-France;Paris;Paris  6e;"Laboratoire des biomolecules;Biologie integrative des organismes marins;Pole Sante Environnement - Direction Sante";;http://www.ed394.upmc.fr/;Campus des Cordeliers - BÉt. G -1er Çtage, 15 rue de l'Çcole de mÇdecine, 75006 PARIS;ed.physio@upmc.fr;48.850774, 2.341185;Biologie, mÇdecine et santÇ;"Sorbonne UniversitÇ;Institut Curie;Colläge de France";0755890V;75106;UU00851;D075;A01;R11;"0753172R;0753480A";Xavier;Houard;;Monsieur;Paris;5;5;;"bxPQe;etRot;0Mvk5";"0755890V;0753172R;0753480A";bxPQe;;"etRot;0Mvk5";"200919226N;201119727Z;201722594P";VMYmT;;48.850774, 2.341185;;;;;;48.850774; 2.341185
401;êcole doctorale Sciences sociales;;Sciences de la sociÇtÇ;UniversitÇ Paris 8 - Vincennes - Saint-Denis;;;;2000;2020;5;CrÇteil;◊le-de-France;Seine-Saint-Denis;Saint-Denis;"IFG-LAB;Centre de recherche en Droit prive et Droit de la sante;Laboratoire dynamiques sociales et recomposition des espaces;CENTRE D'ETUDES SUR LES MEDIAS, LES TECHNOLOGIES ET L'INTERNATIONALISATION;LABORATOIRE D'ECONOMIE DIONYSIEN;Laboratoire Interuniversitaire Experience, Ressources culturelles, Education;LABORATOIRE D'INFORMATIQUE AVANCEE DE SAINT-DENIS;Centre de Recherches Sociologiques et Politiques de Paris - CRESPPA;FORCES DU DROIT: PARADOXES, COMPARAISONS ET EXPERIMENTATIONS";;http://www.sciences-sociales.univ-paris8.fr/;ED Sciences sociales  UniversitÇ Paris 8  BÉtiment D Bureau 215, 2 rue de la LibertÇ, 93526 SAINT-DENIS CEDEX;ed-scsoc@univ-paris8.fr;48.946, 2.36213;Sciences de la sociÇtÇ;UniversitÇ Paris 8 - Vincennes - Saint-Denis;0931827F;93066;UU00851;D093;A24;R11;;Bezunesh;Tamru;;Madame;Paris;7;7;;Uxr7Z;0931827F;Uxr7Z;;;"199213073Z;199213512B;199712591D;200114665R;200114668U;200515229L;200918461G;200918478A;200918514P";raQ7K;;48.946, 2.36213;;;;;;48.946; 2.36213
417;êcole doctorale Sciences et IngÇnierie;S&I;Sciences pour l'ingÇnieur;CY Cergy Paris UniversitÇ;;;;2000;2020;5;Versailles;◊le-de-France;Val-d'Oise;Cergy;"EQUIPE DE RECHERCHE SUR LES RELATIONS MATRICE EXTRACELLULAIRE-CELLULES - EA 1391;LABORATOIRE DE PHYSIQUE DES MATERIAUX ET DES SURFACES - EA 2527;LABORATOIRE DE PHYSICO-CHIMIE DES POLYMERES ET DES INTERFACES - EA 2528;Laboratoire des Systemes et Applications des Technologies de l'Information et de l'Energie;Laboratoire de Physique Theorique et Modelisation;Laboratoire d'etude du rayonnement et de la matiere en astrophysique et atmospheres;Observatoire de Paris;LABORATOIRE DE MECANIQUE ET MATERIAUX DU GENIE CIVIL - EA 4114;Institut des sciences de la Terre Paris;LABORATOIRE DE CHIMIE BIOLOGIQUE - EA 4505;GEOSCIENCES ET ENVIRONNEMENT CERGY - EA 4506;Laboratoire QUARTZ EA7393";0134257226;http://www.collegedoctoral.u-cergy.fr/;UniversitÇ de Cergy-Pontoise  Ecole doctorale SI Jardin Tropical - Bureau 108, 33 Boulevard du Port, 95011 CERGY PONTOISE CEDEX;edsi@ml.u-cergy.fr;49.034147, 2.077993;Sciences pour l'ingÇnieur;CY Cergy Paris UniversitÇ;0952259P;95127;UU00851;D095;A25;R11;;Sophie;Cantin;;Madame;Paris;8;8;;RS4WF;0952259P;RS4WF;;;"199213435T;199814056S;199814057T;200212702C;200212748C;200212769A;200610854B;200615358X;200918450V;201019108F;201019146X;201521793C";SSBvE;;49.034147, 2.077993;;;;;;49.034147; 2.077993
458;êcole doctorale Sciences Çcologiques, vÇtÇrinaires, agronomiques et bioingÇnieries;SEVAB;Sciences agronomiques et Çcologiques;UniversitÇ Toulouse III - Paul Sabatier;"Institut national des sciences appliquÇes de Toulouse;Toulouse INP";"êcole nationale supÇrieure agronomique de Toulouse (INP-ENSAT);êcole nationale vÇtÇrinaire de Toulouse;Institut national universitaire Jean-Franáois Champollion";;2003;2016;5;Toulouse;Occitanie;Haute-Garonne;Toulouse;"LABORATOIRE DE GENIE CHIMIQUE;LABORATOIRE DE RECHERCHE EN SCIENCES VEGETALES;CENTRE DE RECHERCHES SUR LA COGNITION ANIMALE;EVOLUTION ET DIVERSITE BIOLOGIQUE;Dynamiques et ecologie des paysages agriforestiers;Laboratoire de Biotechnologies Agro-Alimentaire et Environnementale;";;http://www.sevab.ups-tlse.fr;UNIVERSITE PAUL SABATIER -   BÉt 4R1_RDC-Porte 15, 118 route de Narbonne, 31062 TOULOUSE CEDEX 9;ed-sevab@univ-toulouse.fr;43.5608, 1.46936;Sciences agronomiques et Çcologiques;"UniversitÇ Toulouse III - Paul Sabatier;Institut national des sciences appliquÇes de Toulouse;Toulouse INP;êcole nationale supÇrieure agronomique de Toulouse (INP-ENSAT);êcole nationale vÇtÇrinaire de Toulouse;Institut national universitaire Jean-Franáois Champollion";0311384L;31555;UU00758;D031;A16;R76;"0310105W;0310153Y;0811293R";Fabienne;Vailleau;"0310152X;0311381H";Madame;Toulouse;10;10;;"m7K6T;dj88d;mMex4;wWfQ7;wkykl;Hm42K";"0311384L;0310152X;0311381H;0310105W;0310153Y;0811293R";m7K6T;"dj88d;mMex4";"wWfQ7;wkykl;Hm42K";"199511947M;199511988G;200311842N;200311846T;200317657J;201119440M;201624124G";Yf3TI;;43.5608, 1.46936;;;;;;43.5608; 1.46936
460;êcole doctorale Sciences juridiques;SJ;Sciences de la sociÇtÇ;UniversitÇ Grenoble Alpes;;;;2003;2016;5;Grenoble;Auvergne-Rhìne-Alpes;Isäre;Saint-Martin-d'Häres;"CENTRE DE RECHERCHES JURIDIQUES EA1965;CENTRE D'ETUDES SUR LA SECURITE INTERNATIONALE ET LES COOPERATIONS EUROPEENNES;Pacte - Laboratoire de sciences sociales;Centre d'etudes et de recherche sur la diplomatie, l'administration publique et le politique";;http://edsj.univ-grenoble-alpes.fr/;FacultÇ de Droit  (EDSJ), 73, rue des UniversitÇs, 38400 SAINT MARTIN D'HERES;ed-sj@univ-grenoble-alpes.fr;45.192363, 5.756681;Sciences de la sociÇtÇ;UniversitÇ Grenoble Alpes;0383412C;38421;UU38701;D038;A08;R84;;Sabine;Lavorel;;Madame;Grenoble;7;7;;Y7ch7;0383412C;Y7ch7;;;"199513658X;199513955V;200311865N;201622301A";ZB5I5;;45.192363, 5.756681;;;;;;45.192363; 5.756681
461;êcole doctorale Droit et science politique;;Sciences de la sociÇtÇ;UniversitÇ de Montpellier;;;;2003;2015;6;Montpellier;Occitanie;HÇrault;Montpellier;"Centre d'Etudes Politiques de l'Europe Latine;Laboratoire de Droit Prive;Centre du Droit de l'Entreprise;Centre d'Etudes et de Recherches Comparatives Constitutionnelles et Politiques;Centre de Recherches et d'Etudes Administratives de Montpellier;Dynamiques du droit;Ecole de Droit Social de Montpellier;Institut de Droit Europeen des Droits de l'Homme;Institut d'histoire du droit";;http://ed461.edu.umontpellier.fr;UFR de droitet science politique, 39, rue de l'UniversitÇ, 34060 MONTPELLIER;dsp-ecole-doctorale@umontpellier.fr;43.59848, 3.896874;Sciences de la sociÇtÇ;UniversitÇ de Montpellier;0342321N;34172;UU34701;D034;A11;R76;;JÇrìme;Roux;;Monsieur;Montpellier;7;7;;7yd5d;0342321N;7yd5d;;;"198811797E;199113197N;199113200S;199513678U;199513679V;199712090J;199914315U;200515232P;201521640L";QGArN;;43.59848, 3.896874;;;;;;43.59848; 3.896874
476;êcole doctorale Neurosciences et cognition;NSCO;Biologie, mÇdecine et santÇ;UniversitÇ de Lyon;;;;2007;2016;5;Lyon;Auvergne-Rhìne-Alpes;Rhìne;Bron;"DYNAMIQUE DU LANGAGE;LABORATOIRE D'ETUDE DES MECANISMES COGNITIFS;Institut des Sciences Cognitives Marc Jeannerod - Neuosciences Cognitives;INSTITUT CELLULE SOUCHE ET CERVEAU (SBRI);Institut des Sciences Cognitives Marc Jeannerod - Langage Cerveau et Cognition;Institut Neuromyogene";;http://nsco.universite-lyon.fr/;ED 476 Neurosciences et Cognition(NSCo) Centre de Recherche en Neurosciences de Lyon Crentre hospitalier Le Vinatier - bÉt. 462 - Neurocampus, 95 boulevard Pinel, 69675 BRON Cedex;secretariat-nsco@univ-lyon1.fr;45.742052, 4.894137;Biologie, mÇdecine et santÇ;UniversitÇ de Lyon;0694094A;69029;UU00760;D069;A10;R84;;Anne;Didier;;Madame;Lyon;5;5;;iq0rG;0694094A;iq0rG;;;"199412029F;199914396G;200711896E;200716495D;201320568E;201622204V";B1H0x;;45.742052, 4.894137;;;;;;45.742052; 4.894137
486;êcole doctorale Sciences Çconomiques et de gestion;SEG;Sciences de la sociÇtÇ;UniversitÇ de Lyon;;;;2007;2016;5;Lyon;Auvergne-Rhìne-Alpes;Rhìne;Lyon 8e;"Laboratoire Amenagement, Economie, Transport;LABORATOIRE DE SCIENCES ACTUARIELLE ET FINANCIERE;COnception de l'ACTIon en Situation - EA 4161";;https://edseg.univ-lyon3.fr/;Ecole doctorale 486  UniversitÇ Jean Moulin Lyon 3  Manufacture des Tabacs, Aile D, 6 cours Albert Thomas, 69355 LYON CEDEX 08;edseg@univ-lyon3.fr;45.748414, 4.836668;Sciences de la sociÇtÇ;UniversitÇ de Lyon;0694094A;69388;UU00760;D069;A10;R84;;Isabelle;Royer;;Madame;Lyon;7;7;;iq0rG;0694094A;iq0rG;;;"197112027D;199713961T;200715404T";h1GZ3;;45.748414, 4.836668;;;;;;45.748414; 4.836668
492;êcole doctorale Droit;;Sciences de la sociÇtÇ;UniversitÇ de Lyon;;;;2007;2016;5;Lyon;Auvergne-Rhìne-Alpes;Rhìne;Lyon 7e;"Centre de Recherches Critiques sur le Droit;EA 3707 - EQUIPE DE RECHERCHE LOUIS JOSSERAND;DROITS, CONTRATS ET TERRITOIRES";;http://www.eddroit.universite-lyon.fr;69007 LYON;edd@univ-lyon3.fr;45.748414, 4.836668;Sciences de la sociÇtÇ;UniversitÇ de Lyon;0694094A;69387;UU00760;D069;A10;R84;;David;Deroussin;;Monsieur;Lyon;7;7;;iq0rG;0694094A;iq0rG;;;"200111818W;200314977W;201119431C";kOQsX;;45.748414, 4.836668;;;;;;45.748414; 4.836668
493;êcole doctorale Erasme;;Sciences humaines et humanitÇs;UniversitÇ Sorbonne Paris Nord;;;;2007;2019;5;CrÇteil;◊le-de-France;Seine-Saint-Denis;Villetaneuse;"LABORATOIRE DES SCIENCES DE L'INFORMATION ET DE LA COMMUNICATION;CENTRE D'ETUDES ET DE RECHERCHES ADMINISTRATIVES ET POLITIQUES;LABORATOIRE EDUCATIONS ET PRATIQUES DE SANTE;CENTRE DE RECHERCHES SUR L'ACTION LOCALE;INSTITUT DE RECHERCHE POUR UN DROIT ATTRACTIF;Laboratoire Interuniversitaire Experience, Ressources culturelles, Education;Institut de recherche interdisciplinaire sur les enjeux sociaux Sciences sociales, Politique, Sante;UNITE TRANSVERSALE DE RECHERCHE PSYCHOGENESE ET PSYCHOPATHOLOGIE;Centre de recherche en economie et gestion de Paris Nord;Centre de recherche pluridisciplinaire en Lettres, Langues, Sciences Humaines et des Societes;INSTITUT DE DROIT PUBLIC, SCIENCES POLITIQUES ET SOCIALES DE PARIS 13";;https://erasme.univ-paris13.fr/actualites-agenda/;UniversitÇ Paris13, 99, ave J.B. ClÇment, 93400 VILLETANEUSE;ecoledoc-erasme@univ-paris13.fr;48.9561507, 2.3412625999999364;Sciences humaines et humanitÇs;UniversitÇ Sorbonne Paris Nord;0931238R;93079;UU00851;D093;A24;R11;;Antoine;PÇcoud;;Monsieur;Paris;6;6;;cqyN7;0931238R;cqyN7;;;"199113592T;199213537D;200114688R;200515226H;200515228K;200515229L;200812809T;200918487K;201120460W;201420821A;201923492G";FPW4T;;48.9561507, 2.3412625999999364;;;;;;48.9561507; 2.3412625999999364
